year,season,district,mandal,crop,normal_area,actual_area
2017-2018,Rabi,Nirmal,Soan,Sesamum,472.0,297.0
2017-2018,Rabi,Nirmal,Sarangapur,Sesamum,202.0,111.0
2017-2018,Rabi,Nirmal,Laxmanchanda,Sesamum,396.0,580.0
2017-2018,Rabi,Nirmal,Mamda,Sesamum,240.0,341.0
2017-2018,Rabi,Nirmal,Khanapur,Sesamum,147.0,184.0
2017-2018,Rabi,Nirmal,Pembi,Sesamum,55.0,180.0
2017-2018,Rabi,Nirmal,Kaddam,Sesamum,190.0,156.0
2017-2018,Rabi,Nirmal,Dasturabad,Sesamum,66.0,50.0
2017-2018,Rabi,Nirmal,Kubeer,Sunflower,6.0,0.0
2017-2018,Rabi,Nirmal,Bhainsa,Sunflower,1.0,0.0
2017-2018,Rabi,Nirmal,Tanoor,Sunflower,0.0,0.0
2017-2018,Rabi,Nirmal,Mudhole,Sunflower,6.0,0.0
2017-2018,Rabi,Nirmal,Basar,Sunflower,6.0,0.0
2017-2018,Rabi,Nirmal,Lokeshwaram,Sunflower,0.0,0.0
2017-2018,Rabi,Nirmal,Kuntala,Sunflower,60.0,0.0
2017-2018,Rabi,Nirmal,Narsapur G,Sunflower,25.0,0.0
2017-2018,Rabi,Nirmal,Dilawarpur,Sunflower,0.0,0.0
2017-2018,Rabi,Nirmal,Nirmal Urban,Sunflower,0.0,0.0
2017-2018,Rabi,Nirmal,Nirmal Rural,Sunflower,9.0,0.0
2017-2018,Rabi,Nirmal,Soan,Sunflower,0.0,0.0
2017-2018,Rabi,Nirmal,Sarangapur,Sunflower,32.0,0.0
2017-2018,Rabi,Nirmal,Laxmanchanda,Sunflower,2.0,0.0
2017-2018,Rabi,Nirmal,Mamda,Sunflower,1.0,0.0
2017-2018,Rabi,Nirmal,Khanapur,Sunflower,8.0,0.0
2017-2018,Rabi,Nirmal,Pembi,Sunflower,1.0,0.0
2017-2018,Rabi,Nirmal,Kaddam,Sunflower,27.0,0.0
2017-2018,Rabi,Nirmal,Dasturabad,Sunflower,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (A),Paddy,536.0,1412.0
2016-2017,Rabi,Medak,Papannapet,Paddy,1582.0,6737.0
2016-2017,Rabi,Medak,Medak,Paddy,1675.0,4107.0
2016-2017,Rabi,Medak,Ramayampet,Paddy,1234.0,900.0
2016-2017,Rabi,Medak,Chegunta,Paddy,1275.0,3252.0
2016-2017,Rabi,Medak,Shankarampet (R),Paddy,1225.0,1819.0
2016-2017,Rabi,Medak,Kulcharam,Paddy,1711.0,3845.0
2016-2017,Rabi,Medak,Tekmal,Paddy,380.0,881.0
2016-2017,Rabi,Medak,Alladurg,Paddy,275.0,824.0
2016-2017,Rabi,Medak,Regode,Paddy,102.0,142.0
2016-2017,Rabi,Medak,Kowdipalle,Paddy,1334.0,2492.0
2016-2017,Rabi,Medak,Yeldurthy,Paddy,965.0,2816.0
2016-2017,Rabi,Medak,Tupran,Paddy,704.0,1523.0
2016-2017,Rabi,Medak,Shivampet,Paddy,920.0,3270.0
2016-2017,Rabi,Medak,Narsapur,Paddy,886.0,2177.0
2016-2017,Rabi,Medak,Havelighanpur,Paddy,0.0,3626.0
2016-2017,Rabi,Medak,Nizampet,Paddy,0.0,1217.0
2016-2017,Rabi,Medak,Narsingi,Paddy,0.0,936.0
2016-2017,Rabi,Medak,Manoharabad,Paddy,0.0,1227.0
2016-2017,Rabi,Medak,Chilpched,Paddy,0.0,2301.0
2016-2017,Rabi,Medak,Shankarampet (A),Wheat,32.0,21.0
2016-2017,Rabi,Medak,Papannapet,Wheat,30.0,18.0
2016-2017,Rabi,Medak,Medak,Wheat,27.0,40.0
2016-2017,Rabi,Medak,Ramayampet,Wheat,10.0,0.0
2016-2017,Rabi,Medak,Chegunta,Wheat,10.0,7.0
2016-2017,Rabi,Medak,Shankarampet (R),Wheat,20.0,14.0
2016-2017,Rabi,Medak,Kulcharam,Wheat,28.0,28.0
2016-2017,Rabi,Medak,Tekmal,Wheat,16.0,25.0
2016-2017,Rabi,Medak,Alladurg,Wheat,76.0,1.0
2016-2017,Rabi,Medak,Regode,Wheat,23.0,31.0
2016-2017,Rabi,Medak,Kowdipalle,Wheat,42.0,6.0
2016-2017,Rabi,Medak,Yeldurthy,Wheat,7.0,2.0
2016-2017,Rabi,Medak,Tupran,Wheat,3.0,0.0
2016-2017,Rabi,Medak,Shivampet,Wheat,4.0,0.0
2016-2017,Rabi,Medak,Narsapur,Wheat,20.0,1.0
2016-2017,Rabi,Medak,Havelighanpur,Wheat,0.0,36.0
2016-2017,Rabi,Medak,Nizampet,Wheat,0.0,0.0
2016-2017,Rabi,Medak,Narsingi,Wheat,0.0,6.0
2016-2017,Rabi,Medak,Manoharabad,Wheat,0.0,0.0
2016-2017,Rabi,Medak,Chilpched,Wheat,0.0,11.0
2016-2017,Rabi,Medak,Shankarampet (A),Jowar,161.0,49.0
2016-2017,Rabi,Medak,Papannapet,Jowar,61.0,68.0
2016-2017,Rabi,Medak,Medak,Jowar,9.0,5.0
2016-2017,Rabi,Medak,Ramayampet,Jowar,1.0,0.0
2016-2017,Rabi,Medak,Chegunta,Jowar,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (R),Jowar,7.0,1.0
2016-2017,Rabi,Medak,Kulcharam,Jowar,52.0,10.0
2016-2017,Rabi,Medak,Tekmal,Jowar,231.0,164.0
2016-2017,Rabi,Medak,Alladurg,Jowar,357.0,157.0
2016-2017,Rabi,Medak,Regode,Jowar,310.0,152.0
2016-2017,Rabi,Medak,Kowdipalle,Jowar,88.0,1.0
2016-2017,Rabi,Medak,Yeldurthy,Jowar,3.0,2.0
2016-2017,Rabi,Medak,Tupran,Jowar,6.0,24.0
2016-2017,Rabi,Medak,Shivampet,Jowar,15.0,0.0
2016-2017,Rabi,Medak,Narsapur,Jowar,56.0,7.0
2016-2017,Rabi,Medak,Havelighanpur,Jowar,0.0,21.0
2016-2017,Rabi,Medak,Nizampet,Jowar,0.0,0.0
2016-2017,Rabi,Medak,Narsingi,Jowar,0.0,0.0
2016-2017,Rabi,Medak,Manoharabad,Jowar,0.0,7.0
2016-2017,Rabi,Medak,Chilpched,Jowar,0.0,29.0
2016-2017,Rabi,Medak,Shankarampet (A),Bajra,0.0,0.0
2016-2017,Rabi,Medak,Papannapet,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Medak,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Ramayampet,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Chegunta,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (R),Bajra,0.0,0.0
2016-2017,Rabi,Medak,Kulcharam,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Tekmal,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Alladurg,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Regode,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Kowdipalle,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Yeldurthy,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Tupran,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Shivampet,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Narsapur,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Havelighanpur,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Nizampet,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Narsingi,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Manoharabad,Bajra,0.0,2.0
2016-2017,Rabi,Medak,Chilpched,Bajra,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (A),Maize,228.0,192.0
2016-2017,Rabi,Medak,Papannapet,Maize,335.0,380.0
2016-2017,Rabi,Medak,Medak,Maize,1128.0,532.0
2016-2017,Rabi,Medak,Ramayampet,Maize,1468.0,911.0
2016-2017,Rabi,Medak,Chegunta,Maize,980.0,616.0
2016-2017,Rabi,Medak,Shankarampet (R),Maize,1328.0,1143.0
2016-2017,Rabi,Medak,Kulcharam,Maize,352.0,256.0
2016-2017,Rabi,Medak,Tekmal,Maize,189.0,425.0
2016-2017,Rabi,Medak,Alladurg,Maize,182.0,161.0
2016-2017,Rabi,Medak,Regode,Maize,99.0,263.0
2016-2017,Rabi,Medak,Kowdipalle,Maize,617.0,390.0
2016-2017,Rabi,Medak,Yeldurthy,Maize,583.0,654.0
2016-2017,Rabi,Medak,Tupran,Maize,253.0,353.0
2016-2017,Rabi,Medak,Shivampet,Maize,338.0,874.0
2016-2017,Rabi,Medak,Narsapur,Maize,245.0,170.0
2016-2017,Rabi,Medak,Havelighanpur,Maize,0.0,886.0
2016-2017,Rabi,Medak,Nizampet,Maize,0.0,1267.0
2016-2017,Rabi,Medak,Narsingi,Maize,0.0,167.0
2016-2017,Rabi,Medak,Manoharabad,Maize,0.0,107.0
2016-2017,Rabi,Medak,Chilpched,Maize,0.0,184.0
2016-2017,Rabi,Medak,Shankarampet (A),Ragi,0.0,0.0
2016-2017,Rabi,Medak,Papannapet,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Medak,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Ramayampet,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Chegunta,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (R),Ragi,0.0,0.0
2016-2017,Rabi,Medak,Kulcharam,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Tekmal,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Alladurg,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Regode,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Kowdipalle,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Yeldurthy,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Tupran,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Shivampet,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Narsapur,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Havelighanpur,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Nizampet,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Narsingi,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Manoharabad,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Chilpched,Ragi,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (A),Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Papannapet,Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Medak,Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Ramayampet,Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Chegunta,Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (R),Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Kulcharam,Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Tekmal,Horse Gram,1.0,6.0
2016-2017,Rabi,Medak,Alladurg,Horse Gram,9.0,3.0
2016-2017,Rabi,Medak,Regode,Horse Gram,7.0,1.0
2016-2017,Rabi,Medak,Kowdipalle,Horse Gram,4.0,0.0
2016-2017,Rabi,Medak,Yeldurthy,Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Tupran,Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Shivampet,Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Narsapur,Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Havelighanpur,Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Nizampet,Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Narsingi,Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Manoharabad,Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Chilpched,Horse Gram,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (A),Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Papannapet,Green Gram,2.0,0.0
2016-2017,Rabi,Medak,Medak,Green Gram,5.0,6.0
2016-2017,Rabi,Medak,Ramayampet,Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Chegunta,Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (R),Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Kulcharam,Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Tekmal,Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Alladurg,Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Regode,Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Kowdipalle,Green Gram,7.0,0.0
2016-2017,Rabi,Medak,Yeldurthy,Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Tupran,Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Shivampet,Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Narsapur,Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Havelighanpur,Green Gram,0.0,12.0
2016-2017,Rabi,Medak,Nizampet,Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Narsingi,Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Manoharabad,Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Chilpched,Green Gram,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (A),Black Gram,1.0,0.0
2016-2017,Rabi,Medak,Papannapet,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Medak,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Ramayampet,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Chegunta,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (R),Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Kulcharam,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Tekmal,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Alladurg,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Regode,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Kowdipalle,Black Gram,7.0,0.0
2016-2017,Rabi,Medak,Yeldurthy,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Tupran,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Shivampet,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Narsapur,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Havelighanpur,Black Gram,0.0,6.0
2016-2017,Rabi,Medak,Nizampet,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Narsingi,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Manoharabad,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Chilpched,Black Gram,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (A),Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Papannapet,Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Medak,Red Gram,0.0,1.0
2016-2017,Rabi,Medak,Ramayampet,Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Chegunta,Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (R),Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Kulcharam,Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Tekmal,Red Gram,3.0,0.0
2016-2017,Rabi,Medak,Alladurg,Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Regode,Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Kowdipalle,Red Gram,2.0,0.0
2016-2017,Rabi,Medak,Yeldurthy,Red Gram,2.0,0.0
2016-2017,Rabi,Medak,Tupran,Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Shivampet,Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Narsapur,Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Havelighanpur,Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Nizampet,Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Narsingi,Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Manoharabad,Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Chilpched,Red Gram,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (A),Bengal Gram,131.0,72.0
2016-2017,Rabi,Medak,Papannapet,Bengal Gram,62.0,22.0
2016-2017,Rabi,Medak,Medak,Bengal Gram,8.0,30.0
2016-2017,Rabi,Medak,Ramayampet,Bengal Gram,151.0,64.0
2016-2017,Rabi,Medak,Chegunta,Bengal Gram,56.0,24.0
2016-2017,Rabi,Medak,Shankarampet (R),Bengal Gram,38.0,20.0
2016-2017,Rabi,Medak,Kulcharam,Bengal Gram,31.0,28.0
2016-2017,Rabi,Medak,Tekmal,Bengal Gram,164.0,57.0
2016-2017,Rabi,Medak,Alladurg,Bengal Gram,356.0,76.0
2016-2017,Rabi,Medak,Regode,Bengal Gram,504.0,197.0
2016-2017,Rabi,Medak,Kowdipalle,Bengal Gram,40.0,0.0
2016-2017,Rabi,Medak,Yeldurthy,Bengal Gram,5.0,2.0
2016-2017,Rabi,Medak,Tupran,Bengal Gram,32.0,0.0
2016-2017,Rabi,Medak,Shivampet,Bengal Gram,40.0,85.0
2016-2017,Rabi,Medak,Narsapur,Bengal Gram,15.0,3.0
2016-2017,Rabi,Medak,Havelighanpur,Bengal Gram,0.0,29.0
2016-2017,Rabi,Medak,Nizampet,Bengal Gram,0.0,149.0
2016-2017,Rabi,Medak,Narsingi,Bengal Gram,0.0,16.0
2016-2017,Rabi,Medak,Manoharabad,Bengal Gram,0.0,9.0
2016-2017,Rabi,Medak,Chilpched,Bengal Gram,0.0,22.0
2016-2017,Rabi,Medak,Shankarampet (A),Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Papannapet,Cow Gram,0.0,35.0
2016-2017,Rabi,Medak,Medak,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Ramayampet,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Chegunta,Cow Gram,1.0,0.0
2016-2017,Rabi,Medak,Shankarampet (R),Cow Gram,1.0,0.0
2016-2017,Rabi,Medak,Kulcharam,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Tekmal,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Alladurg,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Regode,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Kowdipalle,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Yeldurthy,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Tupran,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Shivampet,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Narsapur,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Havelighanpur,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Nizampet,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Narsingi,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Manoharabad,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Chilpched,Cow Gram,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (A),Red chillies,0.0,0.0
2016-2017,Rabi,Medak,Papannapet,Red chillies,0.0,0.0
2016-2017,Rabi,Medak,Medak,Red chillies,0.0,0.0
2016-2017,Rabi,Medak,Ramayampet,Red chillies,0.0,0.0
2016-2017,Rabi,Medak,Chegunta,Red chillies,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (R),Red chillies,0.0,0.0
2016-2017,Rabi,Medak,Kulcharam,Red chillies,0.0,0.0
2016-2017,Rabi,Medak,Tekmal,Red chillies,3.0,17.0
2016-2017,Rabi,Medak,Alladurg,Red chillies,0.0,13.0
2016-2017,Rabi,Medak,Regode,Red chillies,13.0,0.0
2016-2017,Rabi,Medak,Kowdipalle,Red chillies,0.0,0.0
2016-2017,Rabi,Medak,Yeldurthy,Red chillies,3.0,0.0
2016-2017,Rabi,Medak,Tupran,Red chillies,5.0,0.0
2016-2017,Rabi,Medak,Shivampet,Red chillies,5.0,0.0
2016-2017,Rabi,Medak,Narsapur,Red chillies,0.0,0.0
2016-2017,Rabi,Medak,Havelighanpur,Red chillies,0.0,0.0
2016-2017,Rabi,Medak,Nizampet,Red chillies,0.0,0.0
2016-2017,Rabi,Medak,Narsingi,Red chillies,0.0,0.0
2016-2017,Rabi,Medak,Manoharabad,Red chillies,0.0,0.0
2016-2017,Rabi,Medak,Chilpched,Red chillies,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (A),Sugarcane (planted sown),0.0,0.0
2016-2017,Rabi,Medak,Papannapet,Sugarcane (planted sown),0.0,0.0
2016-2017,Rabi,Medak,Medak,Sugarcane (planted sown),0.0,26.0
2016-2017,Rabi,Medak,Ramayampet,Sugarcane (planted sown),0.0,37.0
2016-2017,Rabi,Medak,Chegunta,Sugarcane (planted sown),0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (R),Sugarcane (planted sown),0.0,43.0
2016-2017,Rabi,Medak,Kulcharam,Sugarcane (planted sown),0.0,28.0
2016-2017,Rabi,Medak,Tekmal,Sugarcane (planted sown),0.0,2.0
2016-2017,Rabi,Medak,Alladurg,Sugarcane (planted sown),0.0,34.0
2016-2017,Rabi,Medak,Regode,Sugarcane (planted sown),0.0,0.0
2016-2017,Rabi,Medak,Kowdipalle,Sugarcane (planted sown),0.0,15.0
2016-2017,Rabi,Medak,Yeldurthy,Sugarcane (planted sown),0.0,13.0
2016-2017,Rabi,Medak,Tupran,Sugarcane (planted sown),0.0,0.0
2016-2017,Rabi,Medak,Shivampet,Sugarcane (planted sown),0.0,19.0
2016-2017,Rabi,Medak,Narsapur,Sugarcane (planted sown),0.0,27.0
2016-2017,Rabi,Medak,Havelighanpur,Sugarcane (planted sown),0.0,64.0
2016-2017,Rabi,Medak,Nizampet,Sugarcane (planted sown),0.0,17.0
2016-2017,Rabi,Medak,Narsingi,Sugarcane (planted sown),0.0,0.0
2016-2017,Rabi,Medak,Manoharabad,Sugarcane (planted sown),0.0,0.0
2016-2017,Rabi,Medak,Chilpched,Sugarcane (planted sown),0.0,115.0
2016-2017,Rabi,Medak,Shankarampet (A),Sugarcane (ratoon sown),0.0,1.0
2016-2017,Rabi,Medak,Papannapet,Sugarcane (ratoon sown),0.0,23.0
2016-2017,Rabi,Medak,Medak,Sugarcane (ratoon sown),0.0,42.0
2016-2017,Rabi,Medak,Ramayampet,Sugarcane (ratoon sown),0.0,55.0
2016-2017,Rabi,Medak,Chegunta,Sugarcane (ratoon sown),0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (R),Sugarcane (ratoon sown),0.0,20.0
2016-2017,Rabi,Medak,Kulcharam,Sugarcane (ratoon sown),0.0,42.0
2016-2017,Rabi,Medak,Tekmal,Sugarcane (ratoon sown),0.0,20.0
2016-2017,Rabi,Medak,Alladurg,Sugarcane (ratoon sown),0.0,4.0
2016-2017,Rabi,Medak,Regode,Sugarcane (ratoon sown),0.0,0.0
2016-2017,Rabi,Medak,Kowdipalle,Sugarcane (ratoon sown),0.0,42.0
2016-2017,Rabi,Medak,Yeldurthy,Sugarcane (ratoon sown),0.0,0.0
2016-2017,Rabi,Medak,Tupran,Sugarcane (ratoon sown),0.0,0.0
2016-2017,Rabi,Medak,Shivampet,Sugarcane (ratoon sown),0.0,0.0
2016-2017,Rabi,Medak,Narsapur,Sugarcane (ratoon sown),0.0,17.0
2016-2017,Rabi,Medak,Havelighanpur,Sugarcane (ratoon sown),0.0,37.0
2016-2017,Rabi,Medak,Nizampet,Sugarcane (ratoon sown),0.0,57.0
2016-2017,Rabi,Medak,Narsingi,Sugarcane (ratoon sown),0.0,0.0
2016-2017,Rabi,Medak,Manoharabad,Sugarcane (ratoon sown),0.0,0.0
2016-2017,Rabi,Medak,Chilpched,Sugarcane (ratoon sown),0.0,77.0
2016-2017,Rabi,Medak,Shankarampet (A),Onion,42.0,26.0
2016-2017,Rabi,Medak,Papannapet,Onion,11.0,16.0
2016-2017,Rabi,Medak,Medak,Onion,46.0,20.0
2016-2017,Rabi,Medak,Ramayampet,Onion,6.0,7.0
2016-2017,Rabi,Medak,Chegunta,Onion,24.0,61.0
2016-2017,Rabi,Medak,Shankarampet (R),Onion,24.0,26.0
2016-2017,Rabi,Medak,Kulcharam,Onion,50.0,42.0
2016-2017,Rabi,Medak,Tekmal,Onion,44.0,163.0
2016-2017,Rabi,Medak,Alladurg,Onion,97.0,83.0
2016-2017,Rabi,Medak,Regode,Onion,545.0,497.0
2016-2017,Rabi,Medak,Kowdipalle,Onion,66.0,0.0
2016-2017,Rabi,Medak,Yeldurthy,Onion,38.0,6.0
2016-2017,Rabi,Medak,Tupran,Onion,45.0,23.0
2016-2017,Rabi,Medak,Shivampet,Onion,37.0,21.0
2016-2017,Rabi,Medak,Narsapur,Onion,63.0,47.0
2016-2017,Rabi,Medak,Havelighanpur,Onion,0.0,42.0
2016-2017,Rabi,Medak,Nizampet,Onion,0.0,0.0
2016-2017,Rabi,Medak,Narsingi,Onion,0.0,10.0
2016-2017,Rabi,Medak,Manoharabad,Onion,0.0,13.0
2016-2017,Rabi,Medak,Chilpched,Onion,0.0,12.0
2016-2017,Rabi,Medak,Shankarampet (A),Groundnut,54.0,9.0
2016-2017,Rabi,Medak,Papannapet,Groundnut,80.0,28.0
2016-2017,Rabi,Medak,Medak,Groundnut,26.0,38.0
2016-2017,Rabi,Medak,Ramayampet,Groundnut,23.0,17.0
2016-2017,Rabi,Medak,Chegunta,Groundnut,31.0,2.0
2016-2017,Rabi,Medak,Shankarampet (R),Groundnut,9.0,29.0
2016-2017,Rabi,Medak,Kulcharam,Groundnut,47.0,55.0
2016-2017,Rabi,Medak,Tekmal,Groundnut,49.0,6.0
2016-2017,Rabi,Medak,Alladurg,Groundnut,36.0,9.0
2016-2017,Rabi,Medak,Regode,Groundnut,30.0,15.0
2016-2017,Rabi,Medak,Kowdipalle,Groundnut,46.0,0.0
2016-2017,Rabi,Medak,Yeldurthy,Groundnut,6.0,5.0
2016-2017,Rabi,Medak,Tupran,Groundnut,4.0,37.0
2016-2017,Rabi,Medak,Shivampet,Groundnut,7.0,0.0
2016-2017,Rabi,Medak,Narsapur,Groundnut,17.0,0.0
2016-2017,Rabi,Medak,Havelighanpur,Groundnut,0.0,29.0
2016-2017,Rabi,Medak,Nizampet,Groundnut,0.0,18.0
2016-2017,Rabi,Medak,Narsingi,Groundnut,0.0,1.0
2016-2017,Rabi,Medak,Manoharabad,Groundnut,0.0,1.0
2016-2017,Rabi,Medak,Chilpched,Groundnut,0.0,10.0
2016-2017,Rabi,Medak,Shankarampet (A),Sesamum,0.0,0.0
2016-2017,Rabi,Medak,Papannapet,Sesamum,2.0,3.0
2016-2017,Rabi,Medak,Medak,Sesamum,2.0,0.0
2016-2017,Rabi,Medak,Ramayampet,Sesamum,0.0,0.0
2016-2017,Rabi,Medak,Chegunta,Sesamum,0.0,0.0
2016-2017,Rabi,Medak,Shankarampet (R),Sesamum,0.0,0.0
2016-2017,Rabi,Medak,Kulcharam,Sesamum,0.0,0.0
2016-2017,Rabi,Medak,Tekmal,Sesamum,0.0,0.0
2016-2017,Rabi,Medak,Alladurg,Sesamum,0.0,0.0
2016-2017,Rabi,Medak,Regode,Sesamum,0.0,0.0
2016-2017,Rabi,Medak,Kowdipalle,Sesamum,0.0,0.0
2016-2017,Rabi,Medak,Yeldurthy,Sesamum,1.0,0.0
2016-2017,Rabi,Medak,Tupran,Sesamum,0.0,0.0
2016-2017,Rabi,Medak,Shivampet,Sesamum,0.0,0.0
2016-2017,Rabi,Medak,Narsapur,Sesamum,0.0,0.0
2016-2017,Rabi,Medak,Havelighanpur,Sesamum,0.0,8.0
2016-2017,Rabi,Medak,Nizampet,Sesamum,0.0,0.0
2016-2017,Rabi,Medak,Narsingi,Sesamum,0.0,0.0
2016-2017,Rabi,Medak,Manoharabad,Sesamum,0.0,0.0
