year,season,district,mandal,crop,normal_area,actual_area
2018-2019,Rabi,Jogulamba Gadwal,Kaloor Timmanadoddi,Black Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Dharur,Black Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Gadwal,Black Gram,5.0,10.0
2018-2019,Rabi,Jogulamba Gadwal,Maldakal,Black Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Ghattu,Black Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Alampur,Black Gram,368.0,206.0
2018-2019,Rabi,Jogulamba Gadwal,Aiza,Black Gram,2.0,
2018-2019,Rabi,Jogulamba Gadwal,Itikyal,Black Gram,56.0,14.0
2018-2019,Rabi,Jogulamba Gadwal,Rajoli,Black Gram,3.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Waddepalle,Black Gram,3.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Manopad,Black Gram,31.0,3.0
2018-2019,Rabi,Jogulamba Gadwal,Undavelli,Black Gram,6.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Kaloor Timmanadoddi,Red Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Dharur,Red Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Gadwal,Red Gram,5.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Maldakal,Red Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Ghattu,Red Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Alampur,Red Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Aiza,Red Gram,0.0,
2018-2019,Rabi,Jogulamba Gadwal,Itikyal,Red Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Rajoli,Red Gram,2.0,42.0
2018-2019,Rabi,Jogulamba Gadwal,Waddepalle,Red Gram,5.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Manopad,Red Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Undavelli,Red Gram,1.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Kaloor Timmanadoddi,Cow Gram,0.0,4.0
2018-2019,Rabi,Jogulamba Gadwal,Dharur,Cow Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Gadwal,Cow Gram,92.0,176.0
2018-2019,Rabi,Jogulamba Gadwal,Maldakal,Cow Gram,12.0,19.0
2018-2019,Rabi,Jogulamba Gadwal,Ghattu,Cow Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Alampur,Cow Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Aiza,Cow Gram,0.0,
2018-2019,Rabi,Jogulamba Gadwal,Itikyal,Cow Gram,33.0,
2018-2019,Rabi,Jogulamba Gadwal,Rajoli,Cow Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Waddepalle,Cow Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Manopad,Cow Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Undavelli,Cow Gram,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Kaloor Timmanadoddi,Ajwam (Vamu),0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Dharur,Ajwam (Vamu),0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Gadwal,Ajwam (Vamu),3.0,1.0
2018-2019,Rabi,Jogulamba Gadwal,Maldakal,Ajwam (Vamu),191.0,15.0
2018-2019,Rabi,Jogulamba Gadwal,Ghattu,Ajwam (Vamu),0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Alampur,Ajwam (Vamu),0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Aiza,Ajwam (Vamu),149.0,30.0
2018-2019,Rabi,Jogulamba Gadwal,Itikyal,Ajwam (Vamu),2.0,
2018-2019,Rabi,Jogulamba Gadwal,Rajoli,Ajwam (Vamu),0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Waddepalle,Ajwam (Vamu),0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Manopad,Ajwam (Vamu),3.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Undavelli,Ajwam (Vamu),0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Kaloor Timmanadoddi,Sugarcane,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Dharur,Sugarcane,15.0,18.0
2018-2019,Rabi,Jogulamba Gadwal,Gadwal,Sugarcane,25.0,107.0
2018-2019,Rabi,Jogulamba Gadwal,Maldakal,Sugarcane,10.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Ghattu,Sugarcane,4.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Alampur,Sugarcane,29.0,8.0
2018-2019,Rabi,Jogulamba Gadwal,Aiza,Sugarcane,6.0,
2018-2019,Rabi,Jogulamba Gadwal,Itikyal,Sugarcane,97.0,
2018-2019,Rabi,Jogulamba Gadwal,Rajoli,Sugarcane,27.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Waddepalle,Sugarcane,9.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Manopad,Sugarcane,4.0,3.0
2018-2019,Rabi,Jogulamba Gadwal,Undavelli,Sugarcane,95.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Kaloor Timmanadoddi,Onions,26.0,54.0
2018-2019,Rabi,Jogulamba Gadwal,Dharur,Onions,4.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Gadwal,Onions,10.0,10.0
2018-2019,Rabi,Jogulamba Gadwal,Maldakal,Onions,37.0,13.0
2018-2019,Rabi,Jogulamba Gadwal,Ghattu,Onions,54.0,40.0
2018-2019,Rabi,Jogulamba Gadwal,Alampur,Onions,6.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Aiza,Onions,0.0,
2018-2019,Rabi,Jogulamba Gadwal,Itikyal,Onions,3.0,
2018-2019,Rabi,Jogulamba Gadwal,Rajoli,Onions,49.0,36.0
2018-2019,Rabi,Jogulamba Gadwal,Waddepalle,Onions,12.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Manopad,Onions,1.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Undavelli,Onions,8.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Kaloor Timmanadoddi,Vegetables,50.0,183.0
2018-2019,Rabi,Jogulamba Gadwal,Dharur,Vegetables,21.0,28.0
2018-2019,Rabi,Jogulamba Gadwal,Gadwal,Vegetables,113.0,140.0
2018-2019,Rabi,Jogulamba Gadwal,Maldakal,Vegetables,193.0,107.0
2018-2019,Rabi,Jogulamba Gadwal,Ghattu,Vegetables,122.0,200.0
2018-2019,Rabi,Jogulamba Gadwal,Alampur,Vegetables,23.0,27.0
2018-2019,Rabi,Jogulamba Gadwal,Aiza,Vegetables,25.0,
2018-2019,Rabi,Jogulamba Gadwal,Itikyal,Vegetables,15.0,
2018-2019,Rabi,Jogulamba Gadwal,Rajoli,Vegetables,10.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Waddepalle,Vegetables,45.0,72.0
2018-2019,Rabi,Jogulamba Gadwal,Manopad,Vegetables,11.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Undavelli,Vegetables,12.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Kaloor Timmanadoddi,Groundnut,1598.0,1020.0
2018-2019,Rabi,Jogulamba Gadwal,Dharur,Groundnut,1747.0,2618.0
2018-2019,Rabi,Jogulamba Gadwal,Gadwal,Groundnut,888.0,341.0
2018-2019,Rabi,Jogulamba Gadwal,Maldakal,Groundnut,1869.0,1060.0
2018-2019,Rabi,Jogulamba Gadwal,Ghattu,Groundnut,2791.0,1004.0
2018-2019,Rabi,Jogulamba Gadwal,Alampur,Groundnut,240.0,23.0
2018-2019,Rabi,Jogulamba Gadwal,Aiza,Groundnut,549.0,485.0
2018-2019,Rabi,Jogulamba Gadwal,Itikyal,Groundnut,826.0,26.0
2018-2019,Rabi,Jogulamba Gadwal,Rajoli,Groundnut,86.0,47.0
2018-2019,Rabi,Jogulamba Gadwal,Waddepalle,Groundnut,78.0,40.0
2018-2019,Rabi,Jogulamba Gadwal,Manopad,Groundnut,50.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Undavelli,Groundnut,65.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Kaloor Timmanadoddi,Sunflower,1.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Dharur,Sunflower,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Gadwal,Sunflower,6.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Maldakal,Sunflower,16.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Ghattu,Sunflower,9.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Alampur,Sunflower,2.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Aiza,Sunflower,5.0,
2018-2019,Rabi,Jogulamba Gadwal,Itikyal,Sunflower,10.0,
2018-2019,Rabi,Jogulamba Gadwal,Rajoli,Sunflower,3.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Waddepalle,Sunflower,42.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Manopad,Sunflower,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Undavelli,Sunflower,2.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Kaloor Timmanadoddi,Castor,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Dharur,Castor,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Gadwal,Castor,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Maldakal,Castor,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Ghattu,Castor,1.0,2.0
2018-2019,Rabi,Jogulamba Gadwal,Alampur,Castor,5.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Aiza,Castor,0.0,
2018-2019,Rabi,Jogulamba Gadwal,Itikyal,Castor,9.0,
2018-2019,Rabi,Jogulamba Gadwal,Rajoli,Castor,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Waddepalle,Castor,1.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Manopad,Castor,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Undavelli,Castor,3.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Kaloor Timmanadoddi,Tobacco,99.0,27.0
2018-2019,Rabi,Jogulamba Gadwal,Dharur,Tobacco,4.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Gadwal,Tobacco,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Maldakal,Tobacco,249.0,10.0
2018-2019,Rabi,Jogulamba Gadwal,Ghattu,Tobacco,328.0,313.0
2018-2019,Rabi,Jogulamba Gadwal,Alampur,Tobacco,119.0,123.0
2018-2019,Rabi,Jogulamba Gadwal,Aiza,Tobacco,0.0,
2018-2019,Rabi,Jogulamba Gadwal,Itikyal,Tobacco,183.0,473.2
2018-2019,Rabi,Jogulamba Gadwal,Rajoli,Tobacco,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Waddepalle,Tobacco,6.0,15.0
2018-2019,Rabi,Jogulamba Gadwal,Manopad,Tobacco,45.0,115.0
2018-2019,Rabi,Jogulamba Gadwal,Undavelli,Tobacco,228.0,232.0
2018-2019,Rabi,Jogulamba Gadwal,Kaloor Timmanadoddi,Mulbary,,0.0
2018-2019,Rabi,Jogulamba Gadwal,Dharur,Mulbary,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Gadwal,Mulbary,,0.0
2018-2019,Rabi,Jogulamba Gadwal,Maldakal,Mulbary,,
2018-2019,Rabi,Jogulamba Gadwal,Ghattu,Mulbary,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Alampur,Mulbary,,
2018-2019,Rabi,Jogulamba Gadwal,Aiza,Mulbary,,
2018-2019,Rabi,Jogulamba Gadwal,Itikyal,Mulbary,,
2018-2019,Rabi,Jogulamba Gadwal,Rajoli,Mulbary,,
2018-2019,Rabi,Jogulamba Gadwal,Waddepalle,Mulbary,,0.0
2018-2019,Rabi,Jogulamba Gadwal,Manopad,Mulbary,,
2018-2019,Rabi,Jogulamba Gadwal,Undavelli,Mulbary,,0.0
2018-2019,Rabi,Jogulamba Gadwal,Kaloor Timmanadoddi,Other crops,0.0,
2018-2019,Rabi,Jogulamba Gadwal,Dharur,Other crops,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Gadwal,Other crops,2.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Maldakal,Other crops,3.0,
2018-2019,Rabi,Jogulamba Gadwal,Ghattu,Other crops,0.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Alampur,Other crops,0.0,
2018-2019,Rabi,Jogulamba Gadwal,Aiza,Other crops,0.0,
2018-2019,Rabi,Jogulamba Gadwal,Itikyal,Other crops,1.0,
2018-2019,Rabi,Jogulamba Gadwal,Rajoli,Other crops,0.0,
2018-2019,Rabi,Jogulamba Gadwal,Waddepalle,Other crops,0.0,
2018-2019,Rabi,Jogulamba Gadwal,Manopad,Other crops,0.0,
2018-2019,Rabi,Jogulamba Gadwal,Undavelli,Other crops,1.0,0.0
2018-2019,Rabi,Jogulamba Gadwal,Kaloor Timmanadoddi,Gross area,2405.0,1288.0
2018-2019,Rabi,Jogulamba Gadwal,Dharur,Gross area,3314.0,2849.0
2018-2019,Rabi,Jogulamba Gadwal,Gadwal,Gross area,3072.0,1614.0
2018-2019,Rabi,Jogulamba Gadwal,Maldakal,Gross area,5417.0,2103.0
2018-2019,Rabi,Jogulamba Gadwal,Ghattu,Gross area,4600.0,1620.0
2018-2019,Rabi,Jogulamba Gadwal,Alampur,Gross area,5082.0,3549.0
2018-2019,Rabi,Jogulamba Gadwal,Aiza,Gross area,2226.0,1094.0
2018-2019,Rabi,Jogulamba Gadwal,Itikyal,Gross area,4776.0,2285.2
2018-2019,Rabi,Jogulamba Gadwal,Rajoli,Gross area,2348.0,1249.0
2018-2019,Rabi,Jogulamba Gadwal,Waddepalle,Gross area,2170.0,1540.0
2018-2019,Rabi,Jogulamba Gadwal,Manopad,Gross area,2558.0,1410.0
2018-2019,Rabi,Jogulamba Gadwal,Undavelli,Gross area,4935.0,1981.0
2017-2018,Rabi,Nirmal,Kubeer,Paddy,12.0,
2017-2018,Rabi,Nirmal,Bhainsa,Paddy,349.0,
2017-2018,Rabi,Nirmal,Tanoor,Paddy,5.0,
2017-2018,Rabi,Nirmal,Mudhole,Paddy,270.0,
2017-2018,Rabi,Nirmal,Basar,Paddy,77.0,
2017-2018,Rabi,Nirmal,Lokeshwaram,Paddy,507.0,
2017-2018,Rabi,Nirmal,Kuntala,Paddy,1120.0,
2017-2018,Rabi,Nirmal,Narsapur G,Paddy,1027.0,
2017-2018,Rabi,Nirmal,Dilawarpur,Paddy,1190.0,
2017-2018,Rabi,Nirmal,Nirmal Urban,Paddy,6.0,
2017-2018,Rabi,Nirmal,Nirmal Rural,Paddy,984.0,
2017-2018,Rabi,Nirmal,Soan,Paddy,681.0,
2017-2018,Rabi,Nirmal,Sarangapur,Paddy,1136.0,
2017-2018,Rabi,Nirmal,Laxmanchanda,Paddy,231.0,
2017-2018,Rabi,Nirmal,Mamda,Paddy,488.0,
2017-2018,Rabi,Nirmal,Khanapur,Paddy,499.0,
2017-2018,Rabi,Nirmal,Pembi,Paddy,46.0,
2017-2018,Rabi,Nirmal,Kaddam,Paddy,430.0,
2017-2018,Rabi,Nirmal,Dasturabad,Paddy,355.0,
2017-2018,Rabi,Nirmal,Kubeer,Wheat,215.0,320.0
2017-2018,Rabi,Nirmal,Bhainsa,Wheat,210.0,101.0
2017-2018,Rabi,Nirmal,Tanoor,Wheat,100.0,60.0
2017-2018,Rabi,Nirmal,Mudhole,Wheat,78.0,60.0
2017-2018,Rabi,Nirmal,Basar,Wheat,20.0,282.0
2017-2018,Rabi,Nirmal,Lokeshwaram,Wheat,9.0,27.0
2017-2018,Rabi,Nirmal,Kuntala,Wheat,113.0,5.0
2017-2018,Rabi,Nirmal,Narsapur G,Wheat,61.0,22.0
2017-2018,Rabi,Nirmal,Dilawarpur,Wheat,44.0,19.0
2017-2018,Rabi,Nirmal,Nirmal Urban,Wheat,1.0,11.0
2017-2018,Rabi,Nirmal,Nirmal Rural,Wheat,34.0,0.0
2017-2018,Rabi,Nirmal,Soan,Wheat,21.0,5.0
2017-2018,Rabi,Nirmal,Sarangapur,Wheat,34.0,0.0
2017-2018,Rabi,Nirmal,Laxmanchanda,Wheat,0.0,0.0
2017-2018,Rabi,Nirmal,Mamda,Wheat,0.0,0.0
2017-2018,Rabi,Nirmal,Khanapur,Wheat,0.0,0.0
2017-2018,Rabi,Nirmal,Pembi,Wheat,0.0,0.0
2017-2018,Rabi,Nirmal,Kaddam,Wheat,1.0,0.0
2017-2018,Rabi,Nirmal,Dasturabad,Wheat,0.0,0.0
2017-2018,Rabi,Nirmal,Kubeer,Jowar,193.0,480.0
2017-2018,Rabi,Nirmal,Bhainsa,Jowar,190.0,461.0
2017-2018,Rabi,Nirmal,Tanoor,Jowar,226.0,468.0
2017-2018,Rabi,Nirmal,Mudhole,Jowar,299.0,272.0
2017-2018,Rabi,Nirmal,Basar,Jowar,176.0,264.0
2017-2018,Rabi,Nirmal,Lokeshwaram,Jowar,95.0,23.0
2017-2018,Rabi,Nirmal,Kuntala,Jowar,75.0,56.0
2017-2018,Rabi,Nirmal,Narsapur G,Jowar,97.0,97.0
2017-2018,Rabi,Nirmal,Dilawarpur,Jowar,234.0,121.0
2017-2018,Rabi,Nirmal,Nirmal Urban,Jowar,0.0,42.0
2017-2018,Rabi,Nirmal,Nirmal Rural,Jowar,74.0,0.0
2017-2018,Rabi,Nirmal,Soan,Jowar,14.0,55.0
2017-2018,Rabi,Nirmal,Sarangapur,Jowar,55.0,33.0
2017-2018,Rabi,Nirmal,Laxmanchanda,Jowar,0.0,248.0
2017-2018,Rabi,Nirmal,Mamda,Jowar,0.0,19.0
2017-2018,Rabi,Nirmal,Khanapur,Jowar,10.0,5.0
2017-2018,Rabi,Nirmal,Pembi,Jowar,15.0,0.0
2017-2018,Rabi,Nirmal,Kaddam,Jowar,21.0,7.0
2017-2018,Rabi,Nirmal,Dasturabad,Jowar,2.0,0.0
2017-2018,Rabi,Nirmal,Kubeer,Bajra,1.0,0.0
2017-2018,Rabi,Nirmal,Bhainsa,Bajra,52.0,0.0
2017-2018,Rabi,Nirmal,Tanoor,Bajra,13.0,20.0
2017-2018,Rabi,Nirmal,Mudhole,Bajra,18.0,15.0
2017-2018,Rabi,Nirmal,Basar,Bajra,2.0,34.0
2017-2018,Rabi,Nirmal,Lokeshwaram,Bajra,85.0,69.0
2017-2018,Rabi,Nirmal,Kuntala,Bajra,156.0,24.0
2017-2018,Rabi,Nirmal,Narsapur G,Bajra,73.0,47.0
2017-2018,Rabi,Nirmal,Dilawarpur,Bajra,382.0,125.0
2017-2018,Rabi,Nirmal,Nirmal Urban,Bajra,1.0,45.0
2017-2018,Rabi,Nirmal,Nirmal Rural,Bajra,226.0,1.0
2017-2018,Rabi,Nirmal,Soan,Bajra,214.0,117.0
2017-2018,Rabi,Nirmal,Sarangapur,Bajra,27.0,368.0
2017-2018,Rabi,Nirmal,Laxmanchanda,Bajra,7.0,247.0
2017-2018,Rabi,Nirmal,Mamda,Bajra,13.0,26.0
2017-2018,Rabi,Nirmal,Khanapur,Bajra,0.0,0.0
2017-2018,Rabi,Nirmal,Pembi,Bajra,0.0,0.0
2017-2018,Rabi,Nirmal,Kaddam,Bajra,0.0,0.0
2017-2018,Rabi,Nirmal,Dasturabad,Bajra,0.0,0.0
2017-2018,Rabi,Nirmal,Kubeer,Maize,163.0,510.0
2017-2018,Rabi,Nirmal,Bhainsa,Maize,965.0,125.0
2017-2018,Rabi,Nirmal,Tanoor,Maize,12.0,114.0
2017-2018,Rabi,Nirmal,Mudhole,Maize,247.0,915.0
2017-2018,Rabi,Nirmal,Basar,Maize,25.0,2727.0
2017-2018,Rabi,Nirmal,Lokeshwaram,Maize,1159.0,1794.0
2017-2018,Rabi,Nirmal,Kuntala,Maize,2093.0,1831.0
2017-2018,Rabi,Nirmal,Narsapur G,Maize,1184.0,1138.0
2017-2018,Rabi,Nirmal,Dilawarpur,Maize,1590.0,1093.0
2017-2018,Rabi,Nirmal,Nirmal Urban,Maize,12.0,2786.0
2017-2018,Rabi,Nirmal,Nirmal Rural,Maize,678.0,2.0
2017-2018,Rabi,Nirmal,Soan,Maize,496.0,462.0
2017-2018,Rabi,Nirmal,Sarangapur,Maize,503.0,221.0
2017-2018,Rabi,Nirmal,Laxmanchanda,Maize,667.0,1803.0
2017-2018,Rabi,Nirmal,Mamda,Maize,800.0,1373.0
2017-2018,Rabi,Nirmal,Khanapur,Maize,297.0,192.0
2017-2018,Rabi,Nirmal,Pembi,Maize,129.0,294.0
2017-2018,Rabi,Nirmal,Kaddam,Maize,503.0,331.0
2017-2018,Rabi,Nirmal,Dasturabad,Maize,155.0,57.0
2017-2018,Rabi,Nirmal,Kubeer,Green Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Bhainsa,Green Gram,1.0,0.0
2017-2018,Rabi,Nirmal,Tanoor,Green Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Mudhole,Green Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Basar,Green Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Lokeshwaram,Green Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Kuntala,Green Gram,30.0,0.0
2017-2018,Rabi,Nirmal,Narsapur G,Green Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Dilawarpur,Green Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Nirmal Urban,Green Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Nirmal Rural,Green Gram,3.0,0.0
2017-2018,Rabi,Nirmal,Soan,Green Gram,4.0,4.0
2017-2018,Rabi,Nirmal,Sarangapur,Green Gram,4.0,0.0
2017-2018,Rabi,Nirmal,Laxmanchanda,Green Gram,10.0,12.0
2017-2018,Rabi,Nirmal,Mamda,Green Gram,42.0,44.0
2017-2018,Rabi,Nirmal,Khanapur,Green Gram,48.0,7.0
2017-2018,Rabi,Nirmal,Pembi,Green Gram,15.0,5.0
2017-2018,Rabi,Nirmal,Kaddam,Green Gram,92.0,23.0
2017-2018,Rabi,Nirmal,Dasturabad,Green Gram,54.0,35.0
2017-2018,Rabi,Nirmal,Kubeer,Black Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Bhainsa,Black Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Tanoor,Black Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Mudhole,Black Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Basar,Black Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Lokeshwaram,Black Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Kuntala,Black Gram,22.0,0.0
2017-2018,Rabi,Nirmal,Narsapur G,Black Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Dilawarpur,Black Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Nirmal Urban,Black Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Nirmal Rural,Black Gram,2.0,0.0
2017-2018,Rabi,Nirmal,Soan,Black Gram,2.0,0.0
2017-2018,Rabi,Nirmal,Sarangapur,Black Gram,3.0,0.0
2017-2018,Rabi,Nirmal,Laxmanchanda,Black Gram,5.0,13.0
2017-2018,Rabi,Nirmal,Mamda,Black Gram,12.0,22.0
2017-2018,Rabi,Nirmal,Khanapur,Black Gram,3.0,0.0
2017-2018,Rabi,Nirmal,Pembi,Black Gram,3.0,0.0
2017-2018,Rabi,Nirmal,Kaddam,Black Gram,15.0,0.0
2017-2018,Rabi,Nirmal,Dasturabad,Black Gram,0.0,0.0
2017-2018,Rabi,Nirmal,Kubeer,Bengal Gram,216.0,610.0
2017-2018,Rabi,Nirmal,Bhainsa,Bengal Gram,292.0,3739.0
2017-2018,Rabi,Nirmal,Tanoor,Bengal Gram,1575.0,2448.0
2017-2018,Rabi,Nirmal,Mudhole,Bengal Gram,484.0,1461.0
2017-2018,Rabi,Nirmal,Basar,Bengal Gram,841.0,1275.0
2017-2018,Rabi,Nirmal,Lokeshwaram,Bengal Gram,60.0,54.0
2017-2018,Rabi,Nirmal,Kuntala,Bengal Gram,146.0,113.0
2017-2018,Rabi,Nirmal,Narsapur G,Bengal Gram,70.0,74.0
2017-2018,Rabi,Nirmal,Dilawarpur,Bengal Gram,50.0,17.0
2017-2018,Rabi,Nirmal,Nirmal Urban,Bengal Gram,1.0,32.0
2017-2018,Rabi,Nirmal,Nirmal Rural,Bengal Gram,24.0,0.0
2017-2018,Rabi,Nirmal,Soan,Bengal Gram,14.0,0.0
2017-2018,Rabi,Nirmal,Sarangapur,Bengal Gram,25.0,0.0
2017-2018,Rabi,Nirmal,Laxmanchanda,Bengal Gram,0.0,2.0
2017-2018,Rabi,Nirmal,Mamda,Bengal Gram,274.0,71.0
2017-2018,Rabi,Nirmal,Khanapur,Bengal Gram,51.0,4.0
2017-2018,Rabi,Nirmal,Pembi,Bengal Gram,16.0,15.0
2017-2018,Rabi,Nirmal,Kaddam,Bengal Gram,12.0,3.0
2017-2018,Rabi,Nirmal,Dasturabad,Bengal Gram,3.0,3.0
2017-2018,Rabi,Nirmal,Kubeer,Groundnut,15.0,16.0
2017-2018,Rabi,Nirmal,Bhainsa,Groundnut,108.0,51.0
2017-2018,Rabi,Nirmal,Tanoor,Groundnut,149.0,20.0
2017-2018,Rabi,Nirmal,Mudhole,Groundnut,64.0,19.0
2017-2018,Rabi,Nirmal,Basar,Groundnut,27.0,44.0
2017-2018,Rabi,Nirmal,Lokeshwaram,Groundnut,11.0,7.0
2017-2018,Rabi,Nirmal,Kuntala,Groundnut,90.0,0.0
2017-2018,Rabi,Nirmal,Narsapur G,Groundnut,32.0,5.0
2017-2018,Rabi,Nirmal,Dilawarpur,Groundnut,15.0,0.0
2017-2018,Rabi,Nirmal,Nirmal Urban,Groundnut,0.0,0.0
2017-2018,Rabi,Nirmal,Nirmal Rural,Groundnut,14.0,0.0
2017-2018,Rabi,Nirmal,Soan,Groundnut,35.0,8.0
2017-2018,Rabi,Nirmal,Sarangapur,Groundnut,40.0,0.0
2017-2018,Rabi,Nirmal,Laxmanchanda,Groundnut,0.0,9.0
2017-2018,Rabi,Nirmal,Mamda,Groundnut,39.0,3.0
2017-2018,Rabi,Nirmal,Khanapur,Groundnut,23.0,0.0
2017-2018,Rabi,Nirmal,Pembi,Groundnut,2.0,0.0
2017-2018,Rabi,Nirmal,Kaddam,Groundnut,16.0,0.0
2017-2018,Rabi,Nirmal,Dasturabad,Groundnut,11.0,49.0
2017-2018,Rabi,Nirmal,Kubeer,Sesamum,30.0,62.0
2017-2018,Rabi,Nirmal,Bhainsa,Sesamum,193.0,33.0
2017-2018,Rabi,Nirmal,Tanoor,Sesamum,12.0,25.0
2017-2018,Rabi,Nirmal,Mudhole,Sesamum,55.0,32.0
2017-2018,Rabi,Nirmal,Basar,Sesamum,11.0,221.0
2017-2018,Rabi,Nirmal,Lokeshwaram,Sesamum,128.0,372.0
2017-2018,Rabi,Nirmal,Kuntala,Sesamum,378.0,123.0
2017-2018,Rabi,Nirmal,Narsapur G,Sesamum,382.0,137.0
2017-2018,Rabi,Nirmal,Dilawarpur,Sesamum,1160.0,178.0
2017-2018,Rabi,Nirmal,Nirmal Urban,Sesamum,1.0,567.0
2017-2018,Rabi,Nirmal,Nirmal Rural,Sesamum,625.0,2.0
